texto,fecha,emocion
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Cuando viene para villa purificacion?,16/10/2023 00:00,curiosity
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Mi apoyo para el Dr Carlos Lomelí,16/10/2023 00:00,caring
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Onestida liderazgo con el doctor Lomeli gobernador juntos por Jalisco lograremos un cambio,16/10/2023 00:00,optimism
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
Dr.Lomeli Jalisco necesita un gober con autoridad moral y usted es el indicado. Venga la 4T.,16/10/2023 00:00,desire
Si llegase a gobernar Jalisco cree usted poder aplicar los tres principios de López Obrador ??? Por qué si aún tiene que ver con MC pues va estar canijo yo conozco su trayectoria de mucho tiempo atrás y no ha Sido muy buena pero pues ahora sí que el tiempo lo decida es mi humilde opinión señor lomelí,09/10/2023 00:00,confusion
Todo el Apoyo al Dr.Carlos Lomelí,16/10/2023 00:00,caring
Así mismo mi estimado doctor y próximamente Gober!,09/10/2023 00:00,neutral
Con Todo El Pawer y Con Todo El Corazón de León a Gobernador para que Rescate A Jalisco,16/10/2023 00:00,neutral
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
"Fan destacado
Jose Gregorio Iturralde Torres",16/10/2023 00:00,neutral
Vamos adelante doctor para poner morena en alto en todo Jalisco viva la 4t ánimo jalisiences.,16/10/2023 00:00,neutral
"con todo mi apoyo para usted Dr Lomelí vamos por un Jalisco digno y leal, con la 4a transformación hasta la gobernatura 🫂🫂🫂",16/10/2023 00:00,approval
Aunque aquí en Cuquío no tenemos comité trabajaremos para que sea el prox gobernador,09/10/2023 00:00,neutral
"Así sencillito sin tanto alarde ni protagonismo doctor Carlos Lomeli,,,todo palante sin parar con hechos A cada paso de da . Más territorios menos escritorio!🇲🇽🤗😉😊😁💕💚💞por mi por el pueblo por Jalisco!",16/10/2023 00:00,neutral
"Saludos doc, un fuerte abrazo vamos a ganar",09/10/2023 00:00,joy
Apoyo total Dr Lomelí 5 años de aventarle basura y usted sigue erguido y de pie ud señor es el indicado para defender a Jalisco será nuestro gobernador Morena va apoyo Total,16/10/2023 00:00,neutral
Muy cierto doctor lomeli cumplir los compromisos es lo más importante en la vida,16/10/2023 00:00,approval
Apoyo la 4T y al Dr Lomel,16/10/2023 00:00,neutral
"Lo q el pueblo de jalisco Queremos escuchar. Es q cuando seas gobernador

QUITES LA VERIFICACIÓN RECAUDAORIA",09/10/2023 00:00,neutral
Y claro que va a ganar usted y jalisco,09/10/2023 00:00,approval
Y que le dará a Jalisco el rumbo que necesita.,09/10/2023 00:00,neutral
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Es un gran hombre y un excelente ser humano, en verdad quien lo conoce sabe su calidad de persona, bendiciones dr!!!",09/10/2023 00:00,admiration
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Seguimos su mando con el doctor Lomeli gobernador de Jalisco,09/10/2023 00:00,neutral
"Usted es una persona que inspira, que cautiva con su vibra de sencillez, que motiva a seguirlo, nuestro líder moral.",09/10/2023 00:00,admiration
Si es una gran persona,09/10/2023 00:00,neutral
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
Todo nuestro apollo Dr Lomelí,09/10/2023 00:00,neutral
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
"El doctor Carlos Lomeli, un líder honesto y auténtico",09/10/2023 00:00,admiration
"Lo que yo conozco personalmente al dr Carlos Lomeli, a mí me dió la impresión de ser una persona tan educada, correcta, sencilla y muy atento. Quizá el ni me.recuerde pero tuve el gusto de saludarle pues el se acercó a dónde yo está en salita de espera y mi impresión fue tan buena, tan agradable y por el destino deje de visitar su entorno y pues cuando me di cuenta que el estaba en el partido la vd, nunca me pierdo sus comentarios sus propuestas, la gentileza como trata a las personas y cada vez me convenzo que no es de dientes para afuera , es un ser humano en toda la extensión d ella palabra y se que el nos representara en el gobierno dentro de muy poco tiempo
Mis respetos para usted y todo mi apoyo , se que todo suma y yo de corazón espero poder volver a saludarle y expresarle mis mejores deseos
Falta muy poco Dr. Confío al 100 💯💯💯",09/10/2023 00:00,realization
Estamos con usted Dr. Carlos Lomelí Bolaños distrito 19 por su buen trabajo que desempeña por su gente de pueblo y para el pueblo,09/10/2023 00:00,caring
Claro que sí es honesto y muy sincero siempre al pendiente de los demás simplemente es lo que Jalisco necesita.,09/10/2023 00:00,approval
Estamos con el Dr.Lomeli.,09/10/2023 00:00,neutral
Vamos con todo estimado Doctor por bien del pueblo de Jalisco 🇱🇻,09/10/2023 00:00,approval
"Lo q el pueblo de jalisco Queremos escuchar. Es q cuando seas gobernador

QUITES LA VERIFICACIÓN RECAUDAORIA",09/10/2023 00:00,neutral
Vamos con mucha Fuerza Doctor Si se puede,09/10/2023 00:00,neutral
De cruz de loreto m.p.i. tomatlan arriva doctor lomeli muchos saludos,09/10/2023 00:00,neutral
Lambiscones,09/10/2023 00:00,neutral
Doctor asta cuando va a terminar la cacería que está ejerciendo este gobierno encontra de nosotros los automóviles viejitos a causa de su verificación,09/10/2023 00:00,neutral
"Rgidor Alejandro Buen Rostro ✅💪👌👍💪✅
Dr. Lomelí ✅👌👍👌💪✅",09/10/2023 00:00,admiration
Guapisimo,09/10/2023 00:00,admiration
Q aplicación es,09/10/2023 00:00,curiosity
Guapísimo Dr. Carlos Lomelí Bolaños fuerte abrazo,09/10/2023 00:00,neutral
Estamos contigo Dr Lomeli Bolaños 🌹,09/10/2023 00:00,caring
"Pues sigue muy guapo,dios lo bendiga tube el gusto de conocerlo en villa de guadalupe",09/10/2023 00:00,admiration
Un cordial saludo,09/10/2023 00:00,neutral
Dios le vendiga,09/10/2023 00:00,neutral
Muy guapo doctor!!,09/10/2023 00:00,admiration
"Eso es todo médico, saludos",09/10/2023 00:00,joy
Cual es la aplicación,09/10/2023 00:00,neutral
"Saludos, doc",09/10/2023 00:00,neutral
Asi te conocí Kuki,09/10/2023 00:00,neutral
👏👏👏👏,09/10/2023 00:00,amusement
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
"Cierto mi Doc yo si me acuerdo,, que época tan bonita !!! Te mando un fraternal abrazo",09/10/2023 00:00,joy
"Se ve muy bien Doctor y lo seguimos desde Tonalá, apoyamos al Regidor Alejandro Buenrostro",09/10/2023 00:00,admiration
Fue una época muy bella saludos,09/10/2023 00:00,joy
Esa es la actitud Dr.,09/10/2023 00:00,neutral
Excelente!! Se ve muy guapo saludos,09/10/2023 00:00,admiration
Dnd se consigue esa aplicación,09/10/2023 00:00,approval
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
En pesando semana cada día somos más con el doctor Lomeli gobernador,09/10/2023 00:00,neutral
Claro que sí XK yo voy con mi gran amigo Doc Carlos Lomelí,09/10/2023 00:00,approval
Estoy con usted Carlos Lomelí y quiero que visite la colonia Mariano Otero tengo 40 años viviendo aquí y arreglan todo pero está calle nunca la An arreglado ni escritura nos an entregado y yo pago impuesto predial pero no tengo escrituras está muy abandonada está calle gracias Dr Carlos Lomelí,09/10/2023 00:00,gratitude
Saludos desde ocotlan al 💯 con el Dr.Carlos Lomeli,09/10/2023 00:00,approval
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
Vamos con todo,09/10/2023 00:00,approval
Saludos Dr un abrazo fuerte 💪,09/10/2023 00:00,love
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
Unión de Tula con el Doc. Carlos Lomeli,09/10/2023 00:00,neutral
😮😮😮😮😮😮😮,09/10/2023 00:00,sadness
Saludos Doctor Lomeli,09/10/2023 00:00,admiration
"Todo Jalscience, que quiera el bien para el Estado y cada uno de los municipios y sus comunidades debe elegír a la persona correcta, por eso somos cada día más los que apoyamos a el dr. Carlos Lomelí",09/10/2023 00:00,approval
Dr. Carlos Lomelí SÍ PUEDE 👌,09/10/2023 00:00,sadness
No extraña que Pablo Lemus Navarro de negué a pagar los laudos. Saludos,09/10/2023 00:00,neutral
Morena y Lomely 👍,09/10/2023 00:00,love
"Saludos Dr, Lomeli Jalisco cuenta contigo para continuar la 4a TRANSFORMACION",09/10/2023 00:00,neutral
puestos en Tonalá,09/10/2023 00:00,neutral
Mentira no mas nos dan un sanduich y un jugo de aurrera si querémos almorzar sacamos de nuestro dinero MC son unos rateros,09/10/2023 00:00,neutral
Recuerden juntos haremos historia viva MORENA Y el Dr Lomeli Bolaños 🌹🌹🌹,09/10/2023 00:00,neutral
MARIANA FERNÁNDEZ ME ENCANTA.,09/10/2023 00:00,love
"Dr Carlos lomeli Bolaños, si puede",09/10/2023 00:00,neutral
Dr. Carlos Lomelí. ! Si puede!,09/10/2023 00:00,neutral
Saludos doctor lomeli,09/10/2023 00:00,admiration
Saludos,16/10/2023 00:00,admiration
Feliz domingo 🎇,09/10/2023 00:00,excitement
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
La mejor opción es el dr.Carlos lomeli,09/10/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Todos con el dr Carlos lomelí y el profe julio por ocotlan,09/10/2023 00:00,neutral
Así es doc jalisco nesesita muchooo y usted puede con la ayuda de dios,09/10/2023 00:00,neutral
"Dr. Lomelí ese amor es el que le tiene la gente por el compromiso y las sinceras intenciones de ayudar a la gente.
Saludos, usted puede.
Equipo del Regidor Alejandro Buenrostro
Equipo Tonalá
Tonalá tmbn es morena.",09/10/2023 00:00,love
Josefina Leaños Chávez,09/10/2023 00:00,neutral
"Saludos doc, pronto gobernaremos Jalisco.",09/10/2023 00:00,excitement
Gracias Igualmente Por Jalisco Dr Lomeli Nuestro Próximo Gobernador,09/10/2023 00:00,gratitude
Doc con todo al cambio democratico y social,09/10/2023 00:00,approval
Angelica Bautista,09/10/2023 00:00,neutral
Excelente noche de Domingo Doctor Lomeli. 👍💯🙌,09/10/2023 00:00,admiration
"Adelante Dr. Carlos Lomelí Bolaños , saludos y cuente con el apoyo del equipo del regidor Alejandro Buenrostro",09/10/2023 00:00,neutral
"Aquí en Jalisco, todo el apoyo para usted doctor Carlos Lomeli!!!!!!! Vamos por un cambio verdadero",09/10/2023 00:00,approval
Asi es Antonio con todo vamos con el dr Lomelí familia amigos y equipo,09/10/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Tonala presente Dr. Carlos Lomelí Bolaños nuestro apoya en la 4T..,09/10/2023 00:00,optimism
"Adelante Doc, un gusto saludarlo en Zapopan",09/10/2023 00:00,joy
Todo nuestro apoyo al Dr. Carlos Lomelí Bolaños distrito 19,09/10/2023 00:00,caring
"Con unidad, movilidad, organización, trabajo y lealtad lograremos que la 4 T llegue a todo el estado con los mejores perfiles que sean habitantes de los municipios a los que se postulan, todo el apoyo al Dr. Carlos Lomelí",09/10/2023 00:00,admiration
Todo el apoyo desde Tonalá Dr Carlos Lomelí somos equipo del Regidor Alejandro Buenrostro,09/10/2023 00:00,approval
"Estamos con usted en Tonalá y con el Regidor Alejandro Buenrostro, Tonalá para los Tonaltecas.",09/10/2023 00:00,neutral
Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro Tonalá para los que viven en Tonalá,09/10/2023 00:00,neutral
Dr. Lomelí .. cuando viene a San Juanito de Escobedo. Ocupamos de su presencia para fortalecer nuestro grupo de morenitas.,09/10/2023 00:00,approval
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
"¡ Es un honor estar con el Doctor !
Necesitamos coordinador de la 4T en Jalisco",09/10/2023 00:00,joy
Miguel Anguel Padilla Gutierrez,09/10/2023 00:00,neutral
Ya vamos por el cambio en Guadalajara vamos por un cambio justo y derecho porque el cambio está para sacar a movimiento naranja Ya estuvo suave con tanto desorden que trae movimiento naranja vamos apoyando a morena a salir adelante no se olviden de mi pueblo Tlajomulco ya que ha sufrido como mucha discriminación y un gobierno Un gobierno no justo Por cierto me corrieron a mí de mi trabajo por apoyar a morena porque el sujeto quería que yo apoyara movimiento naranja y me quitó mi trabajo zona Valle Villas de la Hacienda taxis cristal,09/10/2023 00:00,caring
Todo nuestro apoyo dr Carlos Lomeli el aquipo de regidor Alejandro Buenrostro estamos al 💯,09/10/2023 00:00,caring
"Juntos y vamos con todo, ellos son los que harán la gran transformación en Jalisco y la república , bienvenida Dra a esta su casa, saludos Dr. Imposible saludarles pero mis respetos para los dos .",09/10/2023 00:00,admiration
Vamos morena no defrauden al pueblo,09/10/2023 00:00,neutral
"Tlaquepaque y Jalisco son 4T, Felicidades Dr. Carlos Lomelí Bolaños",09/10/2023 00:00,gratitude
Dr. Carlos Lomelí SI PUEDE,09/10/2023 00:00,neutral
Yo con Claudia y Doctor Carlos lomelí,09/10/2023 00:00,neutral
"El grupo de la Regidora Lourdes Zavala de Cihuatlán, firmes apoyando a la Dra. Claudia y al Dr. Carlos Lomelí, si señor.",09/10/2023 00:00,neutral
"felicitaciones Dr. lomeli es grato tener personas como usted en estos momentos de cambio ,👌",09/10/2023 00:00,approval
"El Salto con el Doc,",09/10/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Vamos con el Dr. Carlos Lomelí Bolaños distrito 19,09/10/2023 00:00,neutral
