"css-901oao","css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao 2","css-901oao 3","css-901oao 4","css-4rbku5 href 4","css-4rbku5","css-901oao 5","css-4rbku5 href 5","css-9pa8cd src 2","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 2","css-4rbku5 href 8","css-901oao 11","r-1p0dtai src","css-4rbku5 5","css-4rbku5 href 10","css-4rbku5 href 11","css-9pa8cd src 3","css-9pa8cd src 4"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641255582777724928","29 mar.","Nos encontramos en el Senado trabajando pendientes y representando orgullosamente a las mujeres de Chiapas. Tengo la plena confianza de que avanzamos en la transformación, gracias a que nutrimos nuestra labor con ustedes que nos muestran siempre el mejor rostro de nuestro estado.","https://twitter.com/sasildeleon/status/1641255582777724928/photo/1","https://pbs.twimg.com/media/FsbpPwLWYA0xvNZ?format=jpg&name=small","","1","4","17","https://twitter.com/sasildeleon/status/1641255582777724928/analytics","566","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1641116006570508299","29 mar.","Uno de los principios de la 4T es la defensa y el respeto a los derechos humanos, tengo plena seguridad que el presidente no permitirá la impunidad y esclarecerá la tragedia de Ciudad Juárez, reiteramos nuestra solidaridad con las familias de los migrantes que perdieron la vida.","","","","2","9","","https://twitter.com/sasildeleon/status/1641116006570508299/analytics","264","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Lamentamos la terrible tragedia sucedida en el INM de Ciudad Juárez donde 38 hermanos migrantes latinoamericanos perdieron la vida buscando mejores oportunidades. (1/2)","https://twitter.com/sasildeleon/status/1640936145914675203","28 mar.","","https://twitter.com/sasildeleon/status/1640936145914675203/analytics","","1","2","","305","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640936146954772480","28 mar.","Como Senadora por Chiapas, estado fronterizo que vive en carne propia el fenómeno de la migración, entiendo las necesidades que llevan a miles de familias a arriesgar su vida, confiamos en que se hará justicia para que estos hechos no vuelvan a repetirse.
(2/2)","","","","","","","https://twitter.com/sasildeleon/status/1640936146954772480/analytics","135","","","","","","","","",""
"Bybit","https://twitter.com/Bybit_Official","https://pbs.twimg.com/profile_images/1611306382845964289/yphzW-GB_normal.jpg","https://twitter.com/Bybit_Official","@Bybit_Official","Which","2.488","https://twitter.com/Bybit_Official/status/1702270665947058532/analytics","","823","","","10,8 mil","1 M","Promocionado","project should we list next on our exchange?","","","#crypto","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640766583101423629","28 mar.","Tuve la oportunidad de conversar con mujeres y hombres de Cacahoatán y de todo el Soconusco en el Centro Agro ecoturístico ""Exóticos"". Me dio mucho gusto saludar a grandes amigas y amigos de la región e intercambiar experiencias que sin duda, fortalecerán mi trabajo legislativo.","https://twitter.com/sasildeleon/status/1640766583101423629/photo/1","https://pbs.twimg.com/media/FsUsgQqWcAAFuU5?format=jpg&name=360x360","","3","8","","https://twitter.com/sasildeleon/status/1640766583101423629/analytics","343","","","","","","","https://twitter.com/sasildeleon/status/1640766583101423629/photo/2","https://pbs.twimg.com/media/FsUsgbUXgAYZ5_X?format=jpg&name=360x360","https://pbs.twimg.com/media/FsUsgojXwAAp6dj?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640385376811401217","27 mar.","Seguiremos trabajando para que acaben los excesivos aumentos de tarifas en la cuota que ejerce la empresa Autopistas del Sureste SA de CV en las carreteras del estado. 

Las familias de Chiapas merecen pagar lo justo y tener carreteras dignas.","https://twitter.com/sasildeleon/status/1640385376811401217/photo/1","https://pbs.twimg.com/media/FsPRznQX0AA9LyQ?format=jpg&name=small","","1","5","11","https://twitter.com/sasildeleon/status/1640385376811401217/analytics","336","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640162068341960705","26 mar.","La pasión, el amor y las tradiciones son parte importante de nuestras raíces. ¡Chiapas es tierra de orgullo!","https://twitter.com/sasildeleon/status/1640162068341960705/photo/1","https://pbs.twimg.com/media/FsMGtYwXgAMVELS?format=jpg&name=small","","1","1","13","https://twitter.com/sasildeleon/status/1640162068341960705/analytics","479","","","","","","","","",""
"es Casa de Ahn.","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640140137836191746","26 mar.","Una de mis paradas obligatorias siempre que vengo a","https://twitter.com/sasildeleon/status/1640140137836191746/photo/1","https://pbs.twimg.com/media/FsLywpIXgAIN3NC?format=jpg&name=small","","1","1","17","https://twitter.com/sasildeleon/status/1640140137836191746/analytics","587","#SanCristóbaldeLasCasas","https://twitter.com/hashtag/SanCrist%C3%B3baldeLasCasas?src=hashtag_click","","","","","https://twitter.com/sasildeleon/status/1640140137836191746/photo/2","https://pbs.twimg.com/media/FsLywpGXgAAuZ5y?format=jpg&name=small",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","En Cacahoatán me reuní con mujeres y hombres con quienes platicamos sobre las tareas que hemos estado realizando en el Congreso para contribuir a la transformación de Chiapas y de México. (1/2)","https://twitter.com/sasildeleon/status/1640042764388761600","26 mar.","","https://twitter.com/sasildeleon/status/1640042764388761600/analytics","https://pbs.twimg.com/media/FsKaMYMXgAE7rCR?format=jpg&name=360x360","1","2","12","504","https://twitter.com/sasildeleon/status/1640042764388761600/photo/2","","","https://twitter.com/sasildeleon/status/1640042764388761600/photo/3","","","","","","https://pbs.twimg.com/media/FsKaMpRXsAE_cm1?format=jpg&name=360x360","https://pbs.twimg.com/media/FsKaMzgX0AAH7S1?format=jpg&name=360x360"
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1640042778276003842","26 mar.","Aproveché para saludar a Doña Vero, la creadora del famoso ""Bolillazo"", una delicia de la gastronomía cacahoatense. Gracias por la oportunidad de escucharlos y dialogar con todas y todos. (2/2)","https://twitter.com/sasildeleon/status/1640042778276003842/photo/1","https://pbs.twimg.com/media/FsKaNUKWIAca74r?format=jpg&name=360x360","","3","","","https://twitter.com/sasildeleon/status/1640042778276003842/analytics","165","","","","","","","https://twitter.com/sasildeleon/status/1640042778276003842/photo/2","https://pbs.twimg.com/media/FsKaNftX0AA_JrV?format=jpg&name=360x360","https://pbs.twimg.com/media/FsKaNrlXwAATXx9?format=jpg&name=360x360"
", va por todas!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1639672807956045826","25 mar.","Eliminar, prevenir y erradicar la violencia machista es tarea de todas y todos. 

Trabajemos por una sociedad donde mujeres y niñas gocen de una vida digna, con libertad y sin miedo

 ¡","https://twitter.com/sasildeleon/status/1639672807956045826/photo/1","https://pbs.twimg.com/media/FsFJutlXoAArwN-?format=jpg&name=small","","1","10","","https://twitter.com/sasildeleon/status/1639672807956045826/analytics","297","#DíaNaranja","https://twitter.com/hashtag/D%C3%ADaNaranja?src=hashtag_click","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","En el","https://twitter.com/sasildeleon/status/1639397845236105223","24 mar.","realizamos un merecido reconocimiento a los integrantes y perritos de la “Misión Rescate”, quienes prestaron su valioso servicio en apoyo a la población afectada por el pasado terremoto en Turquía.","https://twitter.com/sasildeleon/status/1639397845236105223/analytics","https://pbs.twimg.com/ext_tw_video_thumb/1639397300060536835/pu/img/CxJCLihA75-TRy2n.jpg","1","2","10","402","","","","","","blob:https://twitter.com/de39c998-6b4a-44fe-8eb6-3274d70da1f6","","https://twitter.com/senadomexicano","","",""
"Mostrar más respuestas","https://twitter.com/i/status/1639397845236105223","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Su labor, el valor y el espíritu de servicio regresaron la esperanza a muchas familias que vivieron momentos difíciles en aquél país.","https://twitter.com/sasildeleon/status/1639397853054263299","24 mar.","","https://twitter.com/sasildeleon/status/1639397853054263299/analytics","","1","","","95","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1639397854409023489","24 mar.","Como mexicanos nos sentimos orgullosos de la labor que desempeñan estas tres instituciones todos los días para garantizar la seguridad y el bienestar de las familias mexicanas.","","","","","","","https://twitter.com/sasildeleon/status/1639397854409023489/analytics","90","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Amigas y amigos de Chiapas:

Ayer en el","https://twitter.com/sasildeleon/status/1639345587207241728","24 mar.","presenté un exhorto para que la @SCT_mx revise y reconsidere los aumentos de tarifas en la cuota de la autopista Tuxtla-San Cristóbal.","https://twitter.com/sasildeleon/status/1639345587207241728/analytics","https://pbs.twimg.com/ext_tw_video_thumb/1639344198838112262/pu/img/i1vdplAAtJCvyiIa.jpg","7","7","24","998","","","","","","blob:https://twitter.com/e037c3f7-6236-4997-bdc2-1ce2f2a7db4b","","https://twitter.com/senadomexicano","","",""
"Mostrar más respuestas","https://twitter.com/i/status/1639345587207241728","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sasil de León","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","@sasildeleon","·","Este incremento no solo afecta a los automovilistas, sino también a los usuarios de transporte público, pues de forma inmediata habrá incrementos en el precio del pasaje.

Con ello se afecta directamente a la economía de las familias chiapanecas.","https://twitter.com/sasildeleon/status/1639345596833361920","24 mar.","","https://twitter.com/sasildeleon/status/1639345596833361920/analytics","","1","","","117","","","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1639345599131664385","24 mar.","Por ello, solicito a las autoridades competentes para que intervengan y no permitan este incremento en las autopistas y carreteras de cuota en Chiapas.","","","","1","","","https://twitter.com/sasildeleon/status/1639345599131664385/analytics","120","","","","","","","","",""
"","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1639345593456705536","24 mar.","Como bien saben, la autopista Tuxtla-San Cristóbal ha pasado de costar 51 pesos en 2019, a 89 pesos en febrero de este año.

Es decir un incremento injustificado de más del 74%, sin que esto haya reflejado un mejor servicio para los usuarios.","","","","1","1","","https://twitter.com/sasildeleon/status/1639345593456705536/analytics","48","","","","","","","","",""
".","https://twitter.com/SEMAR_mx","https://pbs.twimg.com/profile_images/1674846010630078478/EoyFEIJZ_normal.jpg","https://twitter.com/SEMAR_mx","SEMAR México","@SEMAR_mx","·","https://twitter.com/SEMAR_mx/status/1639002500144529411","23 mar.","la Entrega de reconocimientos a Instituciones y personal de rescate que formaron parte de la Misión Turquía, en el","https://twitter.com/SEMAR_mx/status/1639002500144529411/photo/1","https://pbs.twimg.com/media/Fr7ntF0X0C8eL_y?format=jpg&name=360x360",".","1","19","144","https://twitter.com/SEMAR_mx/status/1639002500144529411/analytics","6.810","#AsíSeVivió","https://twitter.com/hashtag/As%C3%ADSeVivi%C3%B3?src=hashtag_click","","","@senadomexicano","https://twitter.com/senadomexicano","https://twitter.com/SEMAR_mx/status/1639002500144529411/photo/2","https://pbs.twimg.com/media/Fr7nuaJX0BYEhML?format=jpg&name=360x360","https://pbs.twimg.com/media/Fr7nvlwWwAAdVx2?format=jpg&name=360x360"
"realizamos la entrega de reconocimientos a las instituciones y personal de binomios caninos que formaron parte del equipo ""Misión Rescate” tras el terremoto en Turquía y Siria. ¡Gracias por su destacada y fraterna labor!","https://twitter.com/sasildeleon","https://pbs.twimg.com/profile_images/1633306024345055232/AClmGVBa_normal.jpg","https://twitter.com/sasildeleon","Sasil de León","@sasildeleon","·","https://twitter.com/sasildeleon/status/1638997592280383490","23 mar.","En el","https://twitter.com/sasildeleon/status/1638997592280383490/photo/1","https://pbs.twimg.com/media/Fr7jm8qX0BE3mV1?format=jpg&name=360x360","","2","6","","https://twitter.com/sasildeleon/status/1638997592280383490/analytics","321","","","","","@senadomexicano","https://twitter.com/senadomexicano","https://twitter.com/sasildeleon/status/1638997592280383490/photo/2","https://pbs.twimg.com/media/Fr7jm8qX0BMZO_9?format=jpg&name=360x360","https://pbs.twimg.com/media/Fr7jm8qX0Bwp7za?format=jpg&name=360x360"
